0	0.000000	-0.000000	0.000000
0	1.000000	-0.000000	0.000000
0	2.000000	-0.000000	0.000000
0	3.000000	-0.000000	0.000000
0	4.000000	-0.000000	0.000000
0	5.000000	-0.000000	0.000000
0	6.000000	-0.000000	0.000000
0	7.000000	-0.000000	0.000000
0	8.000000	-0.000000	0.000000
0	9.000000	-0.000000	0.000000
0	10.000000	-0.000000	0.000000
0	11.000000	-0.000000	0.000000
0	12.000000	-0.000000	0.000000
0	13.000000	-0.000000	0.000000
0	14.000000	-0.000000	0.000000
0	15.000000	-0.000000	0.000000
0	16.000000	-0.000000	0.000000
0	17.000000	-0.000000	0.000000
0	18.000000	-0.000000	0.000000
0	19.000000	-0.000000	0.000000
0	20.000000	-0.000000	0.000000
0	21.000000	-0.000000	0.000000
0	22.000000	-0.000000	0.000000
0	23.000000	-0.000000	0.000000
0	24.000000	-0.000000	0.000000
0	25.000000	-0.000000	0.000000
0	26.000000	-0.000000	0.000000
0	27.000000	-0.000000	0.000000
0	28.000000	-0.000000	0.000000
0	29.000000	-0.000000	0.000000
0	30.000000	-0.000000	0.000000
0	31.000000	-0.000000	0.000000
0	32.000000	-0.000000	0.000000
0	33.000000	-0.000000	0.000000
0	0.000000	-1.000000	3.030303
0	1.000000	-1.000000	1.007576
0	2.000000	-1.000000	0.375000
0	3.000000	-1.000000	0.375000
0	4.000000	-1.000000	0.375000
0	5.000000	-1.000000	0.375000
0	6.000000	-1.000000	0.375000
0	7.000000	-1.000000	0.375000
0	8.000000	-1.000000	0.375000
0	9.000000	-1.000000	0.375000
0	10.000000	-1.000000	0.375000
0	11.000000	-1.000000	0.375000
0	12.000000	-1.000000	0.375000
0	13.000000	-1.000000	0.375000
0	14.000000	-1.000000	0.375000
0	15.000000	-1.000000	0.375000
0	16.000000	-1.000000	0.375000
0	17.000000	-1.000000	0.375000
0	18.000000	-1.000000	0.375000
0	19.000000	-1.000000	0.375000
0	20.000000	-1.000000	0.375000
0	21.000000	-1.000000	0.375000
0	22.000000	-1.000000	0.375000
